resource,dxbc_ordinal,source_offset,size,stage,shader_model,sha256,markers
xpack2/standard_double_sided.ssh,6,0x00027721,4016,pixel,5_0,28f829a29f4a3b6bf7af36aee9fcfd1d08bc35d1f0005986d409f7231e56c1a2,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_double_sided.ssh,7,0x000287f5,2888,vertex,5_0,3eb52bd4ca6301b81a07f238f6719022f09d83a24244adb3f16ea445bf2810fe,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_double_sided.ssh,9,0x000296e1,3964,vertex,5_0,baf467f8b2018fcc413f88366ce53fdc1bf6af97feed197c85a21386eb1dbde7,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_double_sided.ssh,10,0x0002a791,2448,pixel,5_0,08be237603c8872fc3b1cb935e98944996bb3e51330b1518539bd20a19ed467b,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix;baseMap
xpack2/standard_tqit.ssh,1,0x00030cc9,4632,vertex,5_0,4140aa6918422f13960fca25aeded13ceb3c786d7fd40082640f3e35d17f8cca,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,2,0x00032086,2836,pixel,5_0,2e61bfedc02eab466c38a45928a8fd96773d4287d9af5708e15ba69c8aa83684,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,3,0x00032d56,4792,vertex,5_0,95de891180524e4596e60fa9e5b7dc5f7c439984313a521a5d92fc69fc6dd14b,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,4,0x000341b3,3824,pixel,5_0,ae4967fad82fca95bcb04240d0c398f184cfc4db50087cb8e2053b94cca08c18,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,5,0x0003528f,5612,vertex,5_0,1bc3f5e3ab39725e3c095792c9c3fab6bdc97de0560cc18be03dfc5104d3066c,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,6,0x00036a20,4708,pixel,5_0,b6ff26b97fa900986d179c2843ad66cfb4136ffb8abc3d0d5e25c37934acf482,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,7,0x00037e28,3708,vertex,5_0,adff9f37be103c0a9dd8fd21f39e9803629b9d5cb8cb4a43ced56a629819642f,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,9,0x000390c9,4848,vertex,5_0,2fc17cead02cc4cd2750431f73fe1041748b86cde126fea90ab51c3101ab224a,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standard_tqit.ssh,10,0x0003a56e,2940,pixel,5_0,ccd75c9f0e0489f2619eaa091b639c5d893070f10792f1ef758da24ea5b45e53,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix;baseMap
xpack2/standarddoublesidedskinnedglow.ssh,1,0x000235b7,3748,vertex,5_0,14e3f315b241f54b0e6c811d8d45e637040ba056e6ab21351f6e927007741632,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,2,0x0002457f,2344,pixel,5_0,54746421680fdbc21b2dce1a7e9302fe2d351a6b7752be382ef10685397b4269,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,3,0x00024fd3,3908,vertex,5_0,71bd7bb03aaab72b1035ef4fd5850f38cef862b38d40c9f3184a3025d545ef0b,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,4,0x0002603b,3388,pixel,5_0,7eeb1e53872f83838e4a66e34315fc0f75dfd1cea0203e434dfa2eea4d046bbe,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,5,0x00026ea3,4728,vertex,5_0,56100773b905c42293603099b2ef314915c9bdcb588be5521981e9eca9eed7f8,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,6,0x0002823f,4216,pixel,5_0,aa716d3cebe8b3e7786b7b88fe2c208a3b91e3d2d4805db362048d49f2fad803,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,7,0x000293db,2888,vertex,5_0,3eb52bd4ca6301b81a07f238f6719022f09d83a24244adb3f16ea445bf2810fe,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,9,0x0002a2c7,3964,vertex,5_0,baf467f8b2018fcc413f88366ce53fdc1bf6af97feed197c85a21386eb1dbde7,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standarddoublesidedskinnedglow.ssh,10,0x0002b377,2448,pixel,5_0,08be237603c8872fc3b1cb935e98944996bb3e51330b1518539bd20a19ed467b,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix;baseMap
xpack2/standardglowscrollstatic.ssh,1,0x0001c77b,2912,vertex,5_0,2ac77321aba20c2dddfec538c0c1a547e235cf919fd510c2ef52fa12ff7fe2fa,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,2,0x0001d3fd,2340,pixel,5_0,bc2ddbd32d646ac21285cc7b79f7ea5c22dad98b66a46752ca7e4c4dbbb7ff6d,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,3,0x0001de4d,2832,vertex,5_0,82cf7ceb1a11042b883a4678d5bda139c2961039fbf4b68fef5f6fbd424adca3,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,4,0x0001ea7f,3384,pixel,5_0,e7282b4aa1ccd95bfb2b8242e8af070d9a96ac887d152de63099042d3b22441d,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,5,0x0001f8e3,3660,vertex,5_0,9fcb1597e6400288283863c00670641ac640d10ae507cb52af059676b32cf270,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,6,0x00020851,4212,pixel,5_0,e290c7df9ba6570fd7c045644285b9f3352c7d2219ddb441d425e6f5bc2a5257,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,7,0x000219e9,2108,vertex,5_0,1d95e80ae99edb1fcd3b568e989e461b6354b12ae161e049a400c1fa6621a82e,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,9,0x000225c7,2892,vertex,5_0,822c7fab28c9fce21342a1051823e94dbba33c27a8b207e90a5911fa456829f2,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollstatic.ssh,10,0x00023245,2448,pixel,5_0,adf55928e0c75a925ad1b244f52f368cf7fcf9d94a0ad4d8f105a297cf8d42b7,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;baseMap
xpack2/standardglowscrollwigglestatic.ssh,1,0x0002777f,3548,vertex,5_0,2dc4ae9f633ef198fcb1e3b18edbffc18b2b82169c5c227f519315b84837fb6f,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,2,0x000286de,2672,pixel,5_0,815eee74bba235f87f5b68992ef5bc11683aa801486bb30a3534895a90203808,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,3,0x000292da,3468,vertex,5_0,fd7fce27fd9d4c8da1de52a39c9e3e0bef6d4aada52b0b990164a16d52b1b41e,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,4,0x0002a1e9,3716,pixel,5_0,6f7431cf0974168851a5468aa4269b97cbeaf73ccc49cb668e8908e9a3a532e4,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,5,0x0002b1f9,4296,vertex,5_0,711cafcd1f07f810ed7c835493655969bcc0707d1d7024f9ab0de12da73499c8,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,6,0x0002c444,4544,pixel,5_0,75dd87a3592e5ab10b2e16bccafe45944777ecdb383875b3df81e4d00fd54537,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,7,0x0002d788,2744,vertex,5_0,2872c02561d8a3e93c89e40f963f23a5525794622d4f8e5a07f3fc10a02ff98a,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,9,0x0002e643,3528,vertex,5_0,18d51a9653daa3def35f62ab3864a956836bbb9603f99b9d7b2b02e8883312e6,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix
xpack2/standardglowscrollwigglestatic.ssh,10,0x0002f59e,2780,pixel,5_0,13b69a60f62d5e04baa1a245e1766442088c8d864b0c70801ffccc25d9639ff7,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;baseMap
xpack2/standardskinnedfresnelmask.ssh,1,0x0002304f,3852,vertex,5_0,ab82968978a983fd27d605b9d1049dfa981bcc036562315586ae39a6379ac1a5,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,2,0x0002409f,2448,pixel,5_0,fc166031561d338cd00c099830c19f44ba48fba997fe4510b2af93a57af35ed5,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,3,0x00024b7b,4012,vertex,5_0,eb362eef6f39e5d97dbb898b02691fa425a6195481615f5db285dc3b6f66a6bc,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,4,0x00025c6b,3560,pixel,5_0,0180bf072a3f2c420f306f1f539301818a84777fac01302016e4ee761cfb83cb,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,5,0x00026b9f,4832,vertex,5_0,4402b2b24aec093a6afa68963a2671ebfc541e8d11d847faf8675fc37a82ebb3,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,6,0x00027fc3,4552,pixel,5_0,6f4326edeae785ae201a1c2c6294e9013ae9c079d1a5e01553b6649024ad0329,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,7,0x000292cf,2992,vertex,5_0,bcd09e32ff44b12627b596e4a2cd8c7d54587444353bb16b421ead9baa6f2ebb,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,9,0x0002a243,4068,vertex,5_0,b4bd68eb4a352ac7eb5e2ce98cabb4b23a38e8013bf8586f758b3761fe7b3e75,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix
xpack2/standardskinnedfresnelmask.ssh,10,0x0002b37b,2552,pixel,5_0,be9097c52d268915e142c73a9b25bc3bf51f5bcf03559176ebf79533b05bbec0,worldToShadowMatrix;shadowBluriness;objectToScreenMatrix;boneMatrix;baseMap
xpack2/vertexcolorlayers.ssh,1,0x0001a8cd,2200,vertex,5_0,599df49949e078d4134c9fc64c139e38134c6077a3e9fb07c7c3448bf69b0d43,objectToScreenMatrix
xpack2/vertexcolorlayers.ssh,2,0x0001b238,1808,pixel,5_0,0deca4ab07c4ef931e74bf8f33987a940eca422b22ff874069088c4a7174eac5,objectToScreenMatrix
xpack2/vertexcolorlayers.ssh,3,0x0001ba24,2320,vertex,5_0,dc2a3cc9afcb4d27d16c689e2e3ce9f20273ffa2c1f8a172f60433502333af26,objectToScreenMatrix
xpack2/vertexcolorlayers.ssh,4,0x0001c407,4044,pixel,5_0,021e15df988ee0a3ce5eb3767da4881ae11de38e8bae697034558e81eeb70ad9,objectToScreenMatrix
xpack2/yggdrasil_backdrop.ssh,1,0x00001c78,1396,vertex,5_0,da1eac175c66a648db781b31adaf1efa14e75692378d0f827d4f4afaea6c8931,objectToScreenMatrix
xpack2/yggdrasil_backdrop.ssh,2,0x0000224f,2236,pixel,5_0,d3e8d94d953f4653ceea1f13f933c8071d62f0007e8cf962d377d101445eb4ae,objectToScreenMatrix
